Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show
CAPACITACION FERIA,8,PREVENTA ,AppExterna,1,1,Otro,Septiembre,Sábado,Noche,Julio,Domingo,Tarde
Ibarra Fight League,8,PALCO,AppExterna,0,0,Concierto,Septiembre,Jueves,Noche,Marzo,Jueves,Noche
FESTIVAL DE LA CHICHA,6,TRIBUNA NORTE,Wallet,0,1,Concierto,Septiembre,Domingo,Mañana,Septiembre,Martes,Tarde
MOANA 2,4,TRIBUNA NORTE,PayPhone,1,1,Cine,Septiembre,Lunes,Tarde,Julio,Domingo,Mañana
El viaje de la Santa,4,CORTESÍAS GOLDEN,AppExterna,1,0,Donación,Septiembre,Miércoles,Noche,Octubre,Jueves,Tarde
TARDE CLIPP,1,SALA 3,Wallet,1,0,Teatro,Septiembre,Miércoles,Mañana,Mayo,Sábado,Tarde
JORGE GUZMAN VS BARCELONA,6,BOLETO PALCO,Wallet,1,1,Deporte,Septiembre,Jueves,Noche,Mayo,Viernes,Tarde
Ibarra Fight League,1,SALA 3,AppExterna,0,0,Teatro,Septiembre,Lunes,Noche,Noviembre,Jueves,Mañana
MOANA 2,7,BOLETO GENERAL,AppExterna,0,0,Otro,Septiembre,Domingo,Mañana,Abril,Domingo,Tarde
JORGE GUZMAN VS BARCELONA,4,BOLETO SOLIDARIO,PayPhone,0,0,Cine,Septiembre,Jueves,Mañana,Octubre,Sábado,Noche
El viaje de la Santa,2,PREFERENCIA,AppExterna,1,0,Talleres,Septiembre,Domingo,Noche,Marzo,Jueves,Tarde
La Inocente,7,PLATINUM,PayPhone,0,0,Concierto,Septiembre,Jueves,Tarde,Septiembre,Lunes,Tarde
DESAYUNO EMPRESARIAL,5,GOLDEN,Wallet,1,0,Talleres,Septiembre,Miércoles,Mañana,Diciembre,Miércoles,Tarde
FESTIVAL DE LA CHICHA,9,FUNCIÓN 1,Wallet,0,0,Deporte,Septiembre,Miércoles,Mañana,Julio,Miércoles,Noche
Los peces no vuelan,1,VIP,AppExterna,0,0,Ferias,Septiembre,Sábado,Tarde,Septiembre,Miércoles,Noche
FESTIVAL DE LA CHICHA,3,BOLETO SOLIDARIO,Wallet,1,0,Donación,Septiembre,Sábado,Mañana,Noviembre,Martes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,8,Golden Box,PayPhone,1,0,Concierto,Septiembre,Lunes,Tarde,Septiembre,Martes,Mañana
La Inocente,1,GOLDEN,Wallet,1,0,Ferias,Septiembre,Lunes,Noche,Junio,Viernes,Tarde
CAPACITACION FERIA,8,TRIBUNA NORTE,AppExterna,1,1,Donación,Septiembre,Jueves,Tarde,Septiembre,Viernes,Tarde
JORGE GUZMAN VS BARCELONA,9,SALA 2,PayPhone,1,0,Donación,Septiembre,Miércoles,Tarde,Septiembre,Domingo,Noche
Los peces no vuelan,8,VENTA OFICIAL,AppExterna,0,1,Donación,Septiembre,Sábado,Tarde,Septiembre,Domingo,Noche
MOANA 2,6,SILLAS DIGITAL,AppExterna,0,0,Concierto,Septiembre,Lunes,Tarde,Octubre,Lunes,Noche
LIBERTAD FC VS Emelec SC,3,SILLAS DIGITAL,Wallet,1,1,Donación,Septiembre,Lunes,Mañana,Noviembre,Lunes,Noche
Ibarra Fight League,4,PLATINUM,AppExterna,1,1,Talleres,Septiembre,Domingo,Tarde,Agosto,Miércoles,Tarde
ALZATE,7,BOLETO GENERAL,Wallet,0,0,Deporte,Septiembre,Lunes,Tarde,Agosto,Sábado,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,FUNCIÓN 1,Wallet,0,1,Ferias,Septiembre,Jueves,Mañana,Octubre,Sábado,Noche
MOANA 2,4,PRESIDENTES,Wallet,0,0,Donación,Septiembre,Domingo,Tarde,Abril,Jueves,Noche
RALLY PROVINCIA DE LOJA,5,FUNCIÓN 2,AppExterna,1,1,Concierto,Septiembre,Jueves,Mañana,Junio,Martes,Tarde
RALLY PROVINCIA DE LOJA,2,PLATEA MEDIA,Wallet,0,0,Deporte,Septiembre,Jueves,Tarde,Abril,Miércoles,Noche
MOANA 2,7,GOLDEN,AppExterna,0,1,Otro,Septiembre,Lunes,Tarde,Agosto,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,VENTA OFICIAL,AppExterna,0,1,Deporte,Septiembre,Miércoles,Tarde,Marzo,Jueves,Noche
San Juanes Santa Rosa del Tejar,8,GENERAL,PayPhone,0,1,Teatro,Septiembre,Lunes,Tarde,Marzo,Viernes,Tarde
TARDE CLIPP,1,PALCO,Wallet,0,1,Talleres,Septiembre,Miércoles,Tarde,Febrero,Miércoles,Tarde
28ava Asamblea Nacional,5,SALA 2,PayPhone,1,1,Ferias,Septiembre,Miércoles,Tarde,Noviembre,Lunes,Noche
Los peces no vuelan,5,PLATEA MEDIA,PayPhone,0,1,Donación,Septiembre,Miércoles,Mañana,Noviembre,Lunes,Mañana
La Inocente,6,CORTESÍAS GOLDEN,Wallet,1,0,Talleres,Septiembre,Jueves,Tarde,Abril,Viernes,Mañana
El viaje de la Santa,2,SALA 1 2D,AppExterna,1,0,Teatro,Septiembre,Jueves,Tarde,Febrero,Viernes,Mañana
MOANA 2,7,Adhesiones,AppExterna,0,1,Concierto,Septiembre,Miércoles,Tarde,Diciembre,Lunes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,8,PLATINUM,PayPhone,0,1,Otro,Septiembre,Domingo,Mañana,Julio,Lunes,Mañana
TARDE CLIPP,5,VIP,PayPhone,1,0,Otro,Septiembre,Sábado,Noche,Marzo,Jueves,Noche
Los peces no vuelan,9,Adhesiones,AppExterna,0,0,Ferias,Septiembre,Sábado,Mañana,Septiembre,Lunes,Tarde
San Juanes Santa Rosa del Tejar,3,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Concierto,Septiembre,Jueves,Noche,Mayo,Lunes,Noche
Ibarra Fight League,8,FUNCIÓN 2,PayPhone,0,0,Otro,Septiembre,Miércoles,Tarde,Octubre,Domingo,Mañana
CAPACITACION FERIA,5,Golden Box,Wallet,1,0,Ferias,Septiembre,Domingo,Tarde,Junio,Domingo,Tarde
FESTIVAL DE LA CHICHA,2,SALA 1 2D,AppExterna,1,1,Ferias,Septiembre,Jueves,Mañana,Diciembre,Domingo,Tarde
ALZATE,5,BOLETO SOLIDARIO,PayPhone,0,1,Concierto,Septiembre,Lunes,Tarde,Febrero,Lunes,Mañana
La Inocente,9,CORTESÍAS,AppExterna,0,1,Cine,Septiembre,Domingo,Noche,Noviembre,Viernes,Noche
San Juanes Santa Rosa del Tejar,6,PREVENTA ,Wallet,1,0,Concierto,Septiembre,Domingo,Noche,Julio,Sábado,Mañana
Los peces no vuelan,3,BOLETO PALCO,Wallet,0,1,Talleres,Septiembre,Domingo,Tarde,Marzo,Viernes,Mañana
MOANA 2,9,CORTESÍAS GOLDEN,AppExterna,1,0,Deporte,Septiembre,Sábado,Mañana,Septiembre,Sábado,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,5,GENERAL,AppExterna,1,1,Otro,Septiembre,Miércoles,Tarde,Abril,Sábado,Mañana
Ibarra Fight League,7,VIP,AppExterna,0,0,Donación,Septiembre,Sábado,Noche,Diciembre,Lunes,Noche
El viaje de la Santa,7,FUNCIÓN 3,AppExterna,0,0,Cine,Septiembre,Domingo,Tarde,Marzo,Domingo,Tarde
FESTIVAL DE LA CHICHA,8,PRESIDENTES,Wallet,0,1,Otro,Septiembre,Lunes,Tarde,Junio,Domingo,Tarde
FESTIVAL DE LA CHICHA,9,PRESIDENTES,PayPhone,0,1,Ferias,Septiembre,Miércoles,Noche,Julio,Miércoles,Noche
TARDE CLIPP,7,TRIBUNA SUR,AppExterna,1,1,Talleres,Septiembre,Jueves,Mañana,Agosto,Jueves,Tarde
FESTIVAL DE LA CHICHA,5,CORTESÍAS GOLDEN,PayPhone,0,0,Cine,Septiembre,Sábado,Noche,Julio,Sábado,Tarde
LIBERTAD FC VS Emelec SC,3,PREFERENCIA,Wallet,0,1,Cine,Septiembre,Domingo,Noche,Febrero,Miércoles,Tarde
La Inocente,5,CORTESÍAS GOLDEN,AppExterna,1,1,Teatro,Septiembre,Lunes,Mañana,Febrero,Jueves,Tarde
MOANA 2,4,PLATEA ALTA,PayPhone,1,1,Talleres,Septiembre,Miércoles,Mañana,Julio,Jueves,Tarde
TARDE CLIPP,6,Adhesiones,AppExterna,1,0,Donación,Septiembre,Domingo,Noche,Mayo,Lunes,Tarde
MOANA 2,5,PALCO,Wallet,0,0,Cine,Septiembre,Sábado,Noche,Agosto,Lunes,Tarde
RALLY PROVINCIA DE LOJA,6,PLATEA MEDIA,Wallet,0,1,Teatro,Septiembre,Domingo,Tarde,Marzo,Miércoles,Mañana
CAPACITACION FERIA,9,BOLETO PALCO,AppExterna,1,0,Teatro,Septiembre,Jueves,Noche,Agosto,Domingo,Mañana
San Juanes Santa Rosa del Tejar,3,PALCO,PayPhone,1,1,Donación,Septiembre,Domingo,Mañana,Julio,Martes,Noche
La Inocente,3,PREFERENCIA,PayPhone,0,1,Talleres,Septiembre,Jueves,Mañana,Marzo,Viernes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,PALCO,PayPhone,0,1,Concierto,Septiembre,Miércoles,Mañana,Agosto,Miércoles,Tarde
MOANA 2,2,SALA 2,AppExterna,1,1,Otro,Septiembre,Domingo,Mañana,Diciembre,Sábado,Noche
RALLY PROVINCIA DE LOJA,2,TRIBUNA NORTE,AppExterna,1,0,Otro,Septiembre,Lunes,Tarde,Noviembre,Miércoles,Tarde
San Juanes Santa Rosa del Tejar,3,BOLETO PALCO,PayPhone,1,1,Cine,Septiembre,Domingo,Tarde,Septiembre,Viernes,Tarde
CAPACITACION FERIA,9,BOLETO GENERAL,Wallet,0,0,Ferias,Septiembre,Jueves,Noche,Octubre,Viernes,Noche
CAPACITACION FERIA,8,VIP,AppExterna,0,0,Ferias,Septiembre,Lunes,Tarde,Diciembre,Viernes,Noche
28ava Asamblea Nacional,6,GOLDEN,AppExterna,1,1,Cine,Septiembre,Jueves,Tarde,Noviembre,Martes,Mañana
La Inocente,4,VENTA OFICIAL,AppExterna,1,0,Ferias,Septiembre,Domingo,Tarde,Julio,Lunes,Tarde
DESAYUNO EMPRESARIAL,7,BOLETO PALCO,PayPhone,1,0,Donación,Septiembre,Domingo,Mañana,Octubre,Viernes,Mañana
ALZATE,2,GOLDEN,PayPhone,0,1,Deporte,Septiembre,Jueves,Noche,Septiembre,Martes,Mañana
28ava Asamblea Nacional,2,PRESIDENTES,Wallet,0,1,Otro,Septiembre,Miércoles,Noche,Septiembre,Viernes,Mañana
La Inocente,8,SALA 1 2D,AppExterna,1,1,Otro,Septiembre,Sábado,Tarde,Julio,Martes,Mañana
DESAYUNO EMPRESARIAL,3,BOLETO PALCO,Wallet,1,1,Talleres,Septiembre,Jueves,Mañana,Marzo,Viernes,Tarde
DESAYUNO EMPRESARIAL,2,PLATEA BAJA,Wallet,0,0,Otro,Septiembre,Domingo,Tarde,Diciembre,Viernes,Mañana
Los peces no vuelan,1,PLATEA MEDIA,PayPhone,1,0,Talleres,Septiembre,Domingo,Noche,Diciembre,Jueves,Mañana
RALLY PROVINCIA DE LOJA,8,TRIBUNA NORTE,PayPhone,0,1,Concierto,Septiembre,Domingo,Noche,Marzo,Sábado,Mañana
ALZATE,7,PREFERENCIA,PayPhone,0,0,Ferias,Septiembre,Miércoles,Mañana,Julio,Lunes,Tarde
JORGE GUZMAN VS BARCELONA,6,PLATINUM,AppExterna,0,1,Cine,Septiembre,Lunes,Tarde,Septiembre,Domingo,Noche
FESTIVAL DE LA CHICHA,7,FUNCIÓN 2,AppExterna,0,1,Donación,Septiembre,Domingo,Tarde,Diciembre,Domingo,Tarde
FESTIVAL DE LA CHICHA,2,CORTESÍAS GOLDEN,PayPhone,0,1,Otro,Septiembre,Miércoles,Noche,Septiembre,Miércoles,Noche
FESTIVAL DE LA CHICHA,6,GENERAL,PayPhone,1,1,Ferias,Septiembre,Lunes,Noche,Mayo,Jueves,Tarde
DESAYUNO EMPRESARIAL,9,BOLETO GENERAL,PayPhone,1,1,Teatro,Septiembre,Jueves,Mañana,Junio,Miércoles,Mañana
RALLY PROVINCIA DE LOJA,8,VENTA OFICIAL,AppExterna,0,0,Teatro,Septiembre,Sábado,Mañana,Julio,Viernes,Mañana
LIBERTAD FC VS Emelec SC,5,PREVENTA ,AppExterna,1,1,Cine,Septiembre,Domingo,Tarde,Octubre,Martes,Mañana
San Juanes Santa Rosa del Tejar,6,TRIBUNA SUR,Wallet,1,1,Teatro,Septiembre,Jueves,Mañana,Noviembre,Martes,Noche
MOANA 2,5,PLATEA BAJA,PayPhone,1,0,Teatro,Septiembre,Lunes,Tarde,Junio,Domingo,Noche
DESAYUNO EMPRESARIAL,4,BOLETO SOLIDARIO,PayPhone,0,0,Ferias,Septiembre,Miércoles,Mañana,Mayo,Miércoles,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,INSCRIPCIÓN DIGITAL,Wallet,1,0,Teatro,Septiembre,Jueves,Noche,Septiembre,Martes,Noche
La Inocente,3,Golden Box,AppExterna,0,0,Deporte,Septiembre,Domingo,Noche,Febrero,Viernes,Mañana
La Inocente,6,CORTESÍAS,AppExterna,0,0,Otro,Septiembre,Sábado,Noche,Marzo,Martes,Tarde
El viaje de la Santa,5,SALA 2,AppExterna,0,0,Concierto,Septiembre,Domingo,Noche,Septiembre,Viernes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,GOLDEN,Wallet,0,0,Teatro,Septiembre,Miércoles,Mañana,Julio,Domingo,Tarde
FESTIVAL DE LA CHICHA,8,SALA 1 2D,PayPhone,1,0,Teatro,Septiembre,Miércoles,Noche,Diciembre,Miércoles,Tarde
Los peces no vuelan,8,CORTESÍAS VIP,AppExterna,1,1,Otro,Septiembre,Lunes,Tarde,Octubre,Domingo,Tarde
ALZATE,2,VIP,AppExterna,0,0,Deporte,Septiembre,Domingo,Tarde,Abril,Martes,Mañana
FESTIVAL DE LA CHICHA,4,SALA 3,AppExterna,0,1,Deporte,Septiembre,Jueves,Mañana,Diciembre,Viernes,Mañana
LIBERTAD FC VS Emelec SC,9,SALA 1 2D,AppExterna,1,1,Deporte,Septiembre,Domingo,Noche,Agosto,Martes,Noche
ALZATE,8,SILLAS DIGITAL,PayPhone,0,1,Deporte,Septiembre,Lunes,Noche,Abril,Domingo,Noche
LIBERTAD FC VS Emelec SC,3,INSCRIPCIÓN DIGITAL,PayPhone,1,0,Concierto,Septiembre,Domingo,Mañana,Julio,Lunes,Tarde
LIBERTAD FC VS Emelec SC,4,BOLETO SOLIDARIO,AppExterna,0,0,Teatro,Septiembre,Miércoles,Tarde,Marzo,Domingo,Tarde
Los peces no vuelan,3,BOLETO PALCO,PayPhone,1,0,Cine,Septiembre,Jueves,Tarde,Agosto,Miércoles,Mañana
LIBERTAD FC VS Emelec SC,2,FUNCIÓN 2,PayPhone,1,0,Otro,Septiembre,Miércoles,Tarde,Junio,Miércoles,Tarde
DESAYUNO EMPRESARIAL,9,Golden Box,Wallet,0,0,Teatro,Septiembre,Domingo,Noche,Agosto,Martes,Noche
FESTIVAL DE LA CHICHA,3,GENERAL,Wallet,1,1,Teatro,Septiembre,Miércoles,Noche,Octubre,Lunes,Tarde
LIBERTAD FC VS Emelec SC,4,SILLAS DIGITAL,Wallet,1,0,Ferias,Septiembre,Miércoles,Noche,Septiembre,Miércoles,Tarde
DESAYUNO EMPRESARIAL,1,TRIBUNA NORTE,AppExterna,1,0,Deporte,Septiembre,Jueves,Tarde,Noviembre,Viernes,Tarde
FESTIVAL DE LA CHICHA,4,PALCO,PayPhone,0,1,Talleres,Septiembre,Lunes,Noche,Julio,Lunes,Noche
El viaje de la Santa,2,PLATEA ALTA,Wallet,0,0,Ferias,Septiembre,Jueves,Mañana,Noviembre,Sábado,Tarde
CAPACITACION FERIA,5,VENTA OFICIAL,AppExterna,1,0,Ferias,Septiembre,Sábado,Tarde,Abril,Miércoles,Tarde
Ibarra Fight League,2,PRESIDENTES,PayPhone,0,1,Ferias,Septiembre,Jueves,Mañana,Febrero,Martes,Mañana
MOANA 2,3,BOLETO SOLIDARIO,Wallet,0,1,Ferias,Septiembre,Lunes,Noche,Marzo,Viernes,Tarde
ALZATE,1,PREFERENCIA,PayPhone,0,0,Talleres,Septiembre,Domingo,Noche,Agosto,Lunes,Tarde
El viaje de la Santa,3,PALCO,PayPhone,0,0,Cine,Septiembre,Lunes,Mañana,Febrero,Lunes,Noche
La Inocente,7,SALA 3,AppExterna,1,0,Donación,Septiembre,Miércoles,Mañana,Marzo,Sábado,Mañana
RALLY PROVINCIA DE LOJA,1,CORTESÍAS GOLDEN,Wallet,1,0,Teatro,Septiembre,Lunes,Mañana,Marzo,Martes,Mañana
San Juanes Santa Rosa del Tejar,1,SALA 2,Wallet,0,0,Otro,Septiembre,Domingo,Tarde,Agosto,Domingo,Mañana
El viaje de la Santa,8,VENTA OFICIAL,AppExterna,0,0,Ferias,Septiembre,Miércoles,Tarde,Mayo,Sábado,Tarde
ALZATE,9,VIP,AppExterna,1,0,Deporte,Septiembre,Sábado,Tarde,Abril,Martes,Mañana
DESAYUNO EMPRESARIAL,4,TRIBUNA NORTE,PayPhone,1,1,Otro,Septiembre,Miércoles,Mañana,Noviembre,Miércoles,Mañana
LIBERTAD FC VS Emelec SC,8,CORTESÍAS,Wallet,0,1,Concierto,Septiembre,Jueves,Tarde,Febrero,Sábado,Mañana
San Juanes Santa Rosa del Tejar,6,FUNCIÓN 1,Wallet,1,1,Talleres,Septiembre,Jueves,Noche,Mayo,Martes,Noche
MOANA 2,7,CORTESÍAS VIP,AppExterna,0,0,Otro,Septiembre,Jueves,Mañana,Septiembre,Viernes,Noche
TARDE CLIPP,3,PLATINUM,AppExterna,0,0,Otro,Septiembre,Miércoles,Mañana,Agosto,Viernes,Noche
DESAYUNO EMPRESARIAL,4,PLATINUM,AppExterna,1,1,Ferias,Septiembre,Jueves,Tarde,Marzo,Lunes,Tarde
LIBERTAD FC VS Emelec SC,7,BOLETO PALCO,PayPhone,1,0,Concierto,Septiembre,Lunes,Tarde,Octubre,Viernes,Noche
Los peces no vuelan,7,BOLETO PALCO,PayPhone,1,0,Cine,Septiembre,Sábado,Tarde,Septiembre,Martes,Tarde
DESAYUNO EMPRESARIAL,1,PREFERENCIA,Wallet,0,0,Otro,Septiembre,Jueves,Tarde,Junio,Miércoles,Tarde
El viaje de la Santa,6,GENERAL,Wallet,0,0,Cine,Septiembre,Sábado,Noche,Septiembre,Viernes,Noche
LIBERTAD FC VS Emelec SC,7,PREFERENCIA,AppExterna,1,1,Teatro,Septiembre,Jueves,Noche,Agosto,Lunes,Tarde
ALZATE,9,GOLDEN,PayPhone,0,1,Talleres,Septiembre,Miércoles,Mañana,Abril,Miércoles,Mañana
FESTIVAL DE LA CHICHA,4,GOLDEN,PayPhone,1,0,Teatro,Septiembre,Domingo,Mañana,Octubre,Sábado,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,PLATINUM,Wallet,1,1,Donación,Septiembre,Lunes,Noche,Noviembre,Viernes,Noche
Ibarra Fight League,3,FUNCIÓN 2,PayPhone,1,1,Cine,Septiembre,Domingo,Mañana,Abril,Sábado,Noche
Ibarra Fight League,4,SALA 1 2D,AppExterna,1,0,Otro,Septiembre,Domingo,Tarde,Octubre,Jueves,Mañana
CAPACITACION FERIA,5,GOLDEN,Wallet,0,1,Donación,Septiembre,Miércoles,Mañana,Febrero,Miércoles,Noche
MOANA 2,9,SALA 1 3D,AppExterna,0,0,Deporte,Septiembre,Domingo,Mañana,Noviembre,Lunes,Mañana
RALLY PROVINCIA DE LOJA,3,CORTESÍAS GOLDEN,Wallet,0,1,Cine,Septiembre,Miércoles,Noche,Agosto,Jueves,Mañana
San Juanes Santa Rosa del Tejar,2,GOLDEN,Wallet,1,1,Teatro,Septiembre,Miércoles,Noche,Septiembre,Martes,Tarde
TARDE CLIPP,3,SALA 3,PayPhone,1,1,Donación,Septiembre,Domingo,Tarde,Febrero,Domingo,Noche
FESTIVAL DE LA CHICHA,6,GENERAL,PayPhone,1,1,Talleres,Septiembre,Jueves,Noche,Diciembre,Jueves,Tarde
RALLY PROVINCIA DE LOJA,8,TRIBUNA NORTE,PayPhone,1,0,Cine,Septiembre,Lunes,Mañana,Mayo,Viernes,Noche
TARDE CLIPP,1,SILLAS DIGITAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Octubre,Sábado,Noche
El viaje de la Santa,4,PREVENTA ,PayPhone,1,1,Talleres,Septiembre,Miércoles,Mañana,Octubre,Lunes,Tarde
San Juanes Santa Rosa del Tejar,4,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Donación,Septiembre,Sábado,Tarde,Julio,Viernes,Mañana
CAPACITACION FERIA,3,Adhesiones,Wallet,0,1,Concierto,Septiembre,Sábado,Tarde,Abril,Domingo,Noche
LIBERTAD FC VS Emelec SC,9,TRIBUNA NORTE,Wallet,0,0,Donación,Septiembre,Miércoles,Mañana,Abril,Viernes,Mañana
El viaje de la Santa,5,BOLETO PALCO,Wallet,0,1,Otro,Septiembre,Jueves,Noche,Febrero,Jueves,Mañana
Ibarra Fight League,4,FUNCIÓN 1,PayPhone,1,0,Teatro,Septiembre,Miércoles,Noche,Junio,Martes,Mañana
Ibarra Fight League,1,CORTESÍAS,PayPhone,1,1,Concierto,Septiembre,Jueves,Mañana,Julio,Lunes,Tarde
JORGE GUZMAN VS BARCELONA,4,FUNCIÓN 1,PayPhone,1,0,Ferias,Septiembre,Domingo,Noche,Noviembre,Martes,Mañana
28ava Asamblea Nacional,5,GOLDEN,PayPhone,1,1,Cine,Septiembre,Miércoles,Mañana,Agosto,Sábado,Tarde
San Juanes Santa Rosa del Tejar,1,SALA 2,AppExterna,0,0,Ferias,Septiembre,Jueves,Tarde,Junio,Domingo,Noche
La Inocente,6,PLATEA MEDIA,AppExterna,0,0,Ferias,Septiembre,Domingo,Mañana,Marzo,Domingo,Mañana
TARDE CLIPP,6,CORTESÍAS VIP,Wallet,1,0,Concierto,Septiembre,Domingo,Mañana,Diciembre,Jueves,Noche
Los peces no vuelan,3,CORTESÍAS,AppExterna,0,0,Talleres,Septiembre,Miércoles,Mañana,Febrero,Sábado,Tarde
LIBERTAD FC VS Emelec SC,7,Golden Box,Wallet,0,0,Otro,Septiembre,Lunes,Tarde,Abril,Martes,Noche
El viaje de la Santa,1,BOLETO GENERAL,PayPhone,0,0,Concierto,Septiembre,Domingo,Mañana,Junio,Martes,Mañana
DESAYUNO EMPRESARIAL,5,TRIBUNA SUR,PayPhone,0,0,Otro,Septiembre,Lunes,Mañana,Agosto,Martes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,FUNCIÓN 3,PayPhone,0,1,Deporte,Septiembre,Jueves,Noche,Julio,Miércoles,Tarde
San Juanes Santa Rosa del Tejar,4,BOLETO PALCO,Wallet,1,1,Otro,Septiembre,Domingo,Tarde,Agosto,Miércoles,Mañana
MOANA 2,6,Golden Box,Wallet,1,1,Otro,Septiembre,Miércoles,Tarde,Marzo,Miércoles,Tarde
RALLY PROVINCIA DE LOJA,9,FUNCIÓN 2,PayPhone,0,1,Cine,Septiembre,Sábado,Tarde,Septiembre,Martes,Noche
28ava Asamblea Nacional,5,FUNCIÓN 1,Wallet,0,1,Concierto,Septiembre,Jueves,Mañana,Septiembre,Lunes,Noche
El viaje de la Santa,5,SALA 2,PayPhone,1,0,Talleres,Septiembre,Jueves,Noche,Noviembre,Jueves,Mañana
ALZATE,8,BOLETO SOLIDARIO,Wallet,0,0,Teatro,Septiembre,Sábado,Mañana,Abril,Miércoles,Mañana
DESAYUNO EMPRESARIAL,4,PREVENTA ,PayPhone,0,1,Cine,Septiembre,Miércoles,Tarde,Julio,Miércoles,Noche
CAPACITACION FERIA,1,SALA 1 3D,PayPhone,0,1,Cine,Septiembre,Sábado,Mañana,Junio,Lunes,Noche
CAPACITACION FERIA,2,SALA 3,PayPhone,0,0,Concierto,Septiembre,Domingo,Tarde,Octubre,Miércoles,Mañana
28ava Asamblea Nacional,8,PRESIDENTES,Wallet,1,1,Ferias,Septiembre,Domingo,Noche,Febrero,Sábado,Noche
JORGE GUZMAN VS BARCELONA,9,CORTESÍAS,Wallet,0,1,Concierto,Septiembre,Jueves,Mañana,Octubre,Domingo,Mañana
CAPACITACION FERIA,8,TRIBUNA NORTE,PayPhone,1,0,Otro,Septiembre,Miércoles,Tarde,Agosto,Sábado,Mañana
La Inocente,7,PRESIDENTES,AppExterna,1,0,Donación,Septiembre,Lunes,Mañana,Diciembre,Martes,Mañana
28ava Asamblea Nacional,7,PLATEA BAJA,AppExterna,1,0,Cine,Septiembre,Miércoles,Mañana,Julio,Miércoles,Mañana
FESTIVAL DE LA CHICHA,2,PRESIDENTES,Wallet,1,1,Cine,Septiembre,Miércoles,Tarde,Septiembre,Domingo,Noche
DESAYUNO EMPRESARIAL,2,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Concierto,Septiembre,Domingo,Noche,Febrero,Jueves,Noche
El viaje de la Santa,8,CORTESÍAS,PayPhone,0,1,Concierto,Septiembre,Lunes,Tarde,Marzo,Viernes,Noche
RALLY PROVINCIA DE LOJA,4,PALCO,AppExterna,1,0,Otro,Septiembre,Sábado,Mañana,Junio,Lunes,Noche
CAPACITACION FERIA,6,PLATINUM,Wallet,1,1,Deporte,Septiembre,Sábado,Noche,Diciembre,Domingo,Mañana
Ibarra Fight League,5,VENTA OFICIAL,AppExterna,0,0,Donación,Septiembre,Lunes,Noche,Febrero,Viernes,Noche
ALZATE,4,CORTESÍAS,AppExterna,1,1,Talleres,Septiembre,Domingo,Noche,Diciembre,Viernes,Tarde
FESTIVAL DE LA CHICHA,6,SALA 2,AppExterna,1,0,Donación,Septiembre,Jueves,Noche,Octubre,Sábado,Tarde
Los peces no vuelan,1,INSCRIPCIÓN DIGITAL,Wallet,0,0,Otro,Septiembre,Jueves,Tarde,Septiembre,Domingo,Tarde
San Juanes Santa Rosa del Tejar,7,GOLDEN,PayPhone,0,0,Concierto,Septiembre,Lunes,Tarde,Agosto,Viernes,Noche
Ibarra Fight League,5,SALA 1 2D,AppExterna,0,1,Talleres,Septiembre,Sábado,Tarde,Febrero,Martes,Tarde
RALLY PROVINCIA DE LOJA,4,Adhesiones,AppExterna,1,0,Donación,Septiembre,Miércoles,Noche,Agosto,Viernes,Noche
Ibarra Fight League,4,PLATEA ALTA,Wallet,1,0,Talleres,Septiembre,Lunes,Noche,Abril,Miércoles,Mañana
Ibarra Fight League,1,VENTA OFICIAL,PayPhone,1,0,Ferias,Septiembre,Jueves,Mañana,Agosto,Viernes,Mañana
28ava Asamblea Nacional,4,SALA 1 3D,PayPhone,1,1,Ferias,Septiembre,Lunes,Tarde,Septiembre,Sábado,Mañana
La Inocente,4,VIP,Wallet,0,0,Concierto,Septiembre,Jueves,Noche,Mayo,Sábado,Tarde
28ava Asamblea Nacional,2,BOLETO SOLIDARIO,PayPhone,1,1,Talleres,Septiembre,Sábado,Noche,Octubre,Miércoles,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,CORTESÍAS VIP,PayPhone,0,0,Teatro,Septiembre,Jueves,Noche,Mayo,Domingo,Mañana
ALZATE,1,PRESIDENTES,PayPhone,0,1,Otro,Septiembre,Domingo,Tarde,Febrero,Martes,Mañana
