Show,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster,Total Boletos Pred,TipoShow Pred
San Juanes Santa Rosa del Tejar,INSCRIPCIÓN DIGITAL,Wallet,0,1,Noviembre,Sábado,Noche,Abril,Viernes,Tarde,2,2,Concierto
28ava Asamblea Nacional,Golden Box,PayPhone,1,1,Noviembre,Jueves,Noche,Octubre,Sábado,Mañana,0,2,Teatro
La Inocente,TRIBUNA SUR,PayPhone,0,1,Noviembre,Lunes,Noche,Diciembre,Viernes,Mañana,2,1,Talleres
RALLY PROVINCIA DE LOJA,Adhesiones,PayPhone,0,0,Noviembre,Sábado,Tarde,Marzo,Jueves,Mañana,2,4,Teatro
JORGE GUZMAN VS BARCELONA,INSCRIPCIÓN DIGITAL,Wallet,0,0,Noviembre,Sábado,Noche,Septiembre,Sábado,Noche,3,2,Concierto
TARDE CLIPP,PLATEA BAJA,Wallet,1,0,Noviembre,Domingo,Mañana,Septiembre,Jueves,Mañana,0,4,Teatro
28ava Asamblea Nacional,PREVENTA ,PayPhone,0,0,Noviembre,Lunes,Tarde,Febrero,Jueves,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SILLAS DIGITAL,PayPhone,1,1,Noviembre,Miércoles,Mañana,Noviembre,Lunes,Tarde,0,1,Teatro
El viaje de la Santa,TRIBUNA SUR,PayPhone,0,0,Noviembre,Domingo,Noche,Noviembre,Lunes,Tarde,0,2,Teatro
JORGE GUZMAN VS BARCELONA,GENERAL,Wallet,0,0,Noviembre,Domingo,Tarde,Octubre,Domingo,Mañana,0,4,Teatro
DESAYUNO EMPRESARIAL,VENTA OFICIAL,AppExterna,1,1,Noviembre,Sábado,Noche,Junio,Sábado,Tarde,0,2,Cine
28ava Asamblea Nacional,CORTESÍAS GOLDEN,Wallet,0,0,Noviembre,Sábado,Tarde,Mayo,Martes,Mañana,2,2,Talleres
28ava Asamblea Nacional,VENTA OFICIAL,Wallet,0,0,Noviembre,Jueves,Noche,Marzo,Sábado,Noche,0,2,Concierto
DESAYUNO EMPRESARIAL,VIP,Wallet,1,1,Noviembre,Miércoles,Noche,Agosto,Viernes,Tarde,2,2,Deporte
MOANA 2,VIP,Wallet,0,1,Noviembre,Jueves,Noche,Abril,Lunes,Tarde,0,2,Deporte
Los peces no vuelan,CORTESÍAS GOLDEN,PayPhone,1,0,Noviembre,Miércoles,Noche,Octubre,Lunes,Noche,2,1,Cine
FESTIVAL DE LA CHICHA,Adhesiones,AppExterna,1,1,Noviembre,Sábado,Tarde,Junio,Lunes,Tarde,0,2,Cine
DESAYUNO EMPRESARIAL,CORTESÍAS GOLDEN,PayPhone,0,1,Noviembre,Jueves,Mañana,Septiembre,Miércoles,Mañana,2,2,Teatro
CAPACITACION FERIA,PLATEA MEDIA,AppExterna,0,0,Noviembre,Domingo,Noche,Marzo,Viernes,Noche,0,3,Concierto
San Juanes Santa Rosa del Tejar,PRESIDENTES,PayPhone,0,0,Noviembre,Lunes,Tarde,Diciembre,Lunes,Noche,2,3,Cine
San Juanes Santa Rosa del Tejar,TRIBUNA NORTE,PayPhone,0,0,Noviembre,Sábado,Mañana,Septiembre,Martes,Mañana,2,4,Teatro
28ava Asamblea Nacional,SALA 2,Wallet,0,1,Noviembre,Jueves,Tarde,Marzo,Sábado,Mañana,0,2,Teatro
CAPACITACION FERIA,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Noviembre,Jueves,Noche,Agosto,Domingo,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,TRIBUNA SUR,AppExterna,0,1,Noviembre,Sábado,Tarde,Agosto,Jueves,Tarde,2,2,Deporte
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,AppExterna,1,0,Noviembre,Jueves,Tarde,Septiembre,Domingo,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,PLATEA MEDIA,PayPhone,1,0,Noviembre,Sábado,Noche,Diciembre,Martes,Mañana,0,2,Teatro
La Inocente,PLATEA MEDIA,Wallet,0,0,Noviembre,Miércoles,Tarde,Marzo,Jueves,Tarde,2,3,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,FUNCIÓN 3,Wallet,0,1,Noviembre,Sábado,Tarde,Noviembre,Miércoles,Mañana,0,13,Teatro
28ava Asamblea Nacional,SALA 2,PayPhone,1,0,Noviembre,Lunes,Mañana,Febrero,Martes,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,PLATEA MEDIA,PayPhone,1,0,Noviembre,Domingo,Tarde,Mayo,Viernes,Noche,0,2,Concierto
RALLY PROVINCIA DE LOJA,PALCO,AppExterna,1,1,Noviembre,Jueves,Tarde,Junio,Miércoles,Noche,0,2,Teatro
Los peces no vuelan,VENTA OFICIAL,AppExterna,0,0,Noviembre,Jueves,Noche,Agosto,Jueves,Tarde,2,2,Deporte
TARDE CLIPP,TRIBUNA SUR,PayPhone,1,1,Noviembre,Jueves,Mañana,Noviembre,Sábado,Noche,0,2,Teatro
Los peces no vuelan,SALA 1 3D,PayPhone,0,1,Noviembre,Jueves,Tarde,Noviembre,Lunes,Mañana,0,5,Teatro
DESAYUNO EMPRESARIAL,PLATEA ALTA,AppExterna,1,0,Noviembre,Miércoles,Tarde,Junio,Jueves,Noche,2,3,Cine
ALZATE,BOLETO GENERAL,Wallet,1,0,Noviembre,Jueves,Noche,Septiembre,Martes,Noche,0,2,Teatro
DESAYUNO EMPRESARIAL,PREVENTA ,AppExterna,0,1,Noviembre,Lunes,Noche,Octubre,Lunes,Mañana,0,3,Teatro
FESTIVAL DE LA CHICHA,GENERAL,AppExterna,1,0,Noviembre,Lunes,Mañana,Julio,Lunes,Mañana,0,3,Teatro
El viaje de la Santa,FUNCIÓN 3,PayPhone,1,1,Noviembre,Sábado,Noche,Junio,Jueves,Mañana,2,4,Deporte
CAPACITACION FERIA,FUNCIÓN 3,AppExterna,1,0,Noviembre,Lunes,Noche,Mayo,Lunes,Tarde,2,2,Deporte
La Inocente,PALCO,Wallet,0,0,Noviembre,Lunes,Tarde,Noviembre,Miércoles,Mañana,0,7,Teatro
San Juanes Santa Rosa del Tejar,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Noviembre,Miércoles,Tarde,Octubre,Viernes,Mañana,2,2,Deporte
DESAYUNO EMPRESARIAL,VIP,PayPhone,0,0,Noviembre,Miércoles,Noche,Noviembre,Viernes,Noche,0,2,Teatro
RALLY PROVINCIA DE LOJA,Golden Box,PayPhone,0,0,Noviembre,Domingo,Noche,Octubre,Martes,Noche,2,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,PayPhone,1,0,Noviembre,Miércoles,Noche,Octubre,Sábado,Noche,2,1,Cine
CAPACITACION FERIA,INSCRIPCIÓN DIGITAL,PayPhone,1,0,Noviembre,Jueves,Tarde,Mayo,Domingo,Tarde,2,2,Concierto
JORGE GUZMAN VS BARCELONA,SALA 1 3D,AppExterna,1,0,Noviembre,Lunes,Tarde,Diciembre,Martes,Mañana,0,1,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 2,AppExterna,1,0,Noviembre,Sábado,Tarde,Octubre,Miércoles,Tarde,2,2,Teatro
RALLY PROVINCIA DE LOJA,SILLAS DIGITAL,Wallet,1,1,Noviembre,Sábado,Tarde,Mayo,Martes,Mañana,2,3,Teatro
RALLY PROVINCIA DE LOJA,CORTESÍAS VIP,PayPhone,0,0,Noviembre,Domingo,Mañana,Septiembre,Viernes,Mañana,2,2,Talleres
FESTIVAL DE LA CHICHA,FUNCIÓN 2,AppExterna,1,0,Noviembre,Sábado,Tarde,Mayo,Domingo,Noche,2,2,Concierto
RALLY PROVINCIA DE LOJA,PALCO,AppExterna,1,0,Noviembre,Domingo,Mañana,Junio,Domingo,Mañana,0,2,Teatro
RALLY PROVINCIA DE LOJA,PLATEA MEDIA,AppExterna,0,0,Noviembre,Domingo,Tarde,Abril,Sábado,Mañana,1,3,Deporte
La Inocente,SALA 2,AppExterna,0,1,Noviembre,Sábado,Noche,Diciembre,Miércoles,Tarde,0,2,Cine
El viaje de la Santa,GOLDEN,Wallet,1,0,Noviembre,Domingo,Noche,Agosto,Domingo,Tarde,2,1,Cine
CAPACITACION FERIA,GOLDEN,PayPhone,1,0,Noviembre,Lunes,Mañana,Mayo,Domingo,Tarde,2,2,Concierto
TARDE CLIPP,PREFERENCIA,Wallet,0,0,Noviembre,Miércoles,Tarde,Febrero,Jueves,Mañana,2,2,Talleres
CAPACITACION FERIA,GOLDEN,Wallet,1,0,Noviembre,Domingo,Tarde,Agosto,Jueves,Tarde,2,1,Cine
El viaje de la Santa,PALCO,Wallet,1,1,Noviembre,Sábado,Mañana,Noviembre,Miércoles,Mañana,0,7,Teatro
San Juanes Santa Rosa del Tejar,CORTESÍAS GOLDEN,Wallet,0,1,Noviembre,Lunes,Mañana,Noviembre,Miércoles,Noche,0,2,Teatro
FESTIVAL DE LA CHICHA,BOLETO SOLIDARIO,PayPhone,0,0,Noviembre,Lunes,Noche,Agosto,Miércoles,Tarde,2,2,Teatro
28ava Asamblea Nacional,Golden Box,AppExterna,0,0,Noviembre,Jueves,Tarde,Marzo,Lunes,Mañana,2,3,Teatro
ALZATE,FUNCIÓN 1,Wallet,1,0,Noviembre,Miércoles,Noche,Mayo,Domingo,Tarde,0,2,Concierto
FESTIVAL DE LA CHICHA,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Noviembre,Jueves,Mañana,Mayo,Sábado,Mañana,0,1,Teatro
RALLY PROVINCIA DE LOJA,PLATEA BAJA,Wallet,1,0,Noviembre,Lunes,Noche,Agosto,Jueves,Noche,2,2,Teatro
MOANA 2,CORTESÍAS VIP,Wallet,0,1,Noviembre,Sábado,Mañana,Septiembre,Domingo,Tarde,0,3,Concierto
El viaje de la Santa,TRIBUNA SUR,PayPhone,0,1,Noviembre,Sábado,Noche,Noviembre,Viernes,Mañana,0,3,Teatro
La Inocente,BOLETO SOLIDARIO,PayPhone,0,1,Noviembre,Lunes,Noche,Marzo,Jueves,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,PLATEA ALTA,PayPhone,0,1,Noviembre,Jueves,Noche,Mayo,Miércoles,Tarde,2,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,BOLETO GENERAL,PayPhone,1,0,Noviembre,Lunes,Mañana,Abril,Sábado,Mañana,2,3,Deporte
La Inocente,Adhesiones,AppExterna,1,0,Noviembre,Jueves,Noche,Noviembre,Jueves,Noche,0,2,Teatro
DESAYUNO EMPRESARIAL,PALCO,Wallet,1,0,Noviembre,Miércoles,Mañana,Abril,Domingo,Mañana,2,4,Deporte
ALZATE,SALA 2,PayPhone,0,1,Noviembre,Sábado,Noche,Octubre,Miércoles,Mañana,2,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,Adhesiones,AppExterna,1,0,Noviembre,Lunes,Tarde,Septiembre,Martes,Tarde,2,2,Concierto
FESTIVAL DE LA CHICHA,CORTESÍAS GOLDEN,Wallet,0,0,Noviembre,Sábado,Tarde,Octubre,Lunes,Tarde,2,2,Deporte
MOANA 2,PLATEA MEDIA,Wallet,0,0,Noviembre,Miércoles,Noche,Diciembre,Lunes,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,GENERAL,AppExterna,1,0,Noviembre,Domingo,Tarde,Octubre,Martes,Tarde,2,2,Cine
CAPACITACION FERIA,TRIBUNA SUR,Wallet,1,1,Noviembre,Miércoles,Noche,Noviembre,Miércoles,Mañana,0,3,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 3,AppExterna,0,0,Noviembre,Lunes,Tarde,Noviembre,Domingo,Tarde,0,3,Teatro
San Juanes Santa Rosa del Tejar,BOLETO SOLIDARIO,Wallet,0,0,Noviembre,Domingo,Noche,Febrero,Miércoles,Mañana,0,4,Teatro
San Juanes Santa Rosa del Tejar,TRIBUNA NORTE,PayPhone,1,0,Noviembre,Miércoles,Noche,Diciembre,Martes,Noche,2,2,Cine
FESTIVAL DE LA CHICHA,PREFERENCIA,Wallet,0,1,Noviembre,Sábado,Mañana,Diciembre,Domingo,Mañana,0,2,Teatro
FESTIVAL DE LA CHICHA,TRIBUNA SUR,Wallet,0,1,Noviembre,Sábado,Noche,Diciembre,Miércoles,Tarde,0,1,Cine
RALLY PROVINCIA DE LOJA,BOLETO GENERAL,Wallet,1,1,Noviembre,Domingo,Tarde,Marzo,Sábado,Noche,0,2,Concierto
MOANA 2,FUNCIÓN 2,AppExterna,1,0,Noviembre,Lunes,Tarde,Diciembre,Domingo,Tarde,0,0,Cine
ALZATE,BOLETO SOLIDARIO,Wallet,0,0,Noviembre,Sábado,Noche,Octubre,Viernes,Noche,0,2,Cine
DESAYUNO EMPRESARIAL,CORTESÍAS VIP,Wallet,0,0,Noviembre,Jueves,Noche,Agosto,Martes,Mañana,0,3,Teatro
San Juanes Santa Rosa del Tejar,SALA 2,PayPhone,0,1,Noviembre,Miércoles,Tarde,Agosto,Sábado,Tarde,2,2,Deporte
TARDE CLIPP,Golden Box,PayPhone,1,1,Noviembre,Sábado,Mañana,Junio,Sábado,Mañana,2,3,Deporte
CAPACITACION FERIA,CORTESÍAS,PayPhone,0,0,Noviembre,Jueves,Mañana,Abril,Martes,Tarde,2,2,Donación
MOANA 2,FUNCIÓN 1,Wallet,0,1,Noviembre,Domingo,Tarde,Noviembre,Lunes,Tarde,0,2,Teatro
28ava Asamblea Nacional,INSCRIPCIÓN DIGITAL,AppExterna,1,0,Noviembre,Sábado,Noche,Mayo,Sábado,Tarde,0,2,Concierto
DESAYUNO EMPRESARIAL,BOLETO SOLIDARIO,AppExterna,1,1,Noviembre,Lunes,Mañana,Julio,Miércoles,Mañana,0,2,Teatro
JORGE GUZMAN VS BARCELONA,SILLAS DIGITAL,AppExterna,1,1,Noviembre,Jueves,Mañana,Octubre,Viernes,Mañana,0,0,Teatro
La Inocente,SALA 1 2D,AppExterna,0,1,Noviembre,Sábado,Noche,Mayo,Viernes,Tarde,0,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,CORTESÍAS,Wallet,0,0,Noviembre,Miércoles,Tarde,Diciembre,Jueves,Tarde,2,3,Cine
JORGE GUZMAN VS BARCELONA,FUNCIÓN 1,Wallet,1,0,Noviembre,Jueves,Tarde,Agosto,Lunes,Mañana,2,2,Deporte
La Inocente,GOLDEN,Wallet,1,1,Noviembre,Sábado,Noche,Julio,Lunes,Tarde,0,2,Teatro
Los peces no vuelan,CORTESÍAS,Wallet,1,1,Noviembre,Sábado,Noche,Abril,Domingo,Tarde,0,2,Concierto
El viaje de la Santa,Adhesiones,AppExterna,1,0,Noviembre,Jueves,Mañana,Octubre,Martes,Mañana,2,2,Talleres
CAPACITACION FERIA,CORTESÍAS,Wallet,1,1,Noviembre,Domingo,Mañana,Agosto,Sábado,Noche,0,2,Cine
TARDE CLIPP,Adhesiones,AppExterna,0,1,Noviembre,Miércoles,Tarde,Septiembre,Miércoles,Tarde,3,2,Concierto
MOANA 2,CORTESÍAS,AppExterna,0,1,Noviembre,Lunes,Noche,Julio,Miércoles,Tarde,0,3,Teatro
CAPACITACION FERIA,FUNCIÓN 1,AppExterna,0,0,Noviembre,Domingo,Mañana,Octubre,Sábado,Mañana,2,2,Deporte
La Inocente,VENTA OFICIAL,AppExterna,0,0,Noviembre,Domingo,Mañana,Marzo,Domingo,Mañana,2,2,Concierto
RALLY PROVINCIA DE LOJA,BOLETO PALCO,PayPhone,0,0,Noviembre,Jueves,Noche,Julio,Martes,Noche,2,1,Cine
CAPACITACION FERIA,BOLETO PALCO,Wallet,0,1,Noviembre,Jueves,Noche,Diciembre,Viernes,Tarde,0,1,Cine
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,Wallet,0,0,Noviembre,Sábado,Tarde,Octubre,Jueves,Tarde,2,2,Cine
TARDE CLIPP,PLATEA BAJA,Wallet,0,0,Noviembre,Jueves,Mañana,Octubre,Sábado,Mañana,2,2,Deporte
28ava Asamblea Nacional,SALA 1 3D,PayPhone,1,1,Noviembre,Lunes,Tarde,Agosto,Domingo,Mañana,2,3,Deporte
San Juanes Santa Rosa del Tejar,GOLDEN,Wallet,1,1,Noviembre,Sábado,Noche,Febrero,Martes,Noche,0,2,Cine
TARDE CLIPP,CORTESÍAS VIP,PayPhone,1,0,Noviembre,Sábado,Tarde,Diciembre,Martes,Mañana,2,2,Teatro
FESTIVAL DE LA CHICHA,SILLAS DIGITAL,PayPhone,0,0,Noviembre,Miércoles,Noche,Marzo,Martes,Mañana,2,4,Teatro
El viaje de la Santa,GENERAL,PayPhone,1,1,Noviembre,Miércoles,Noche,Septiembre,Domingo,Noche,0,3,Cine
TARDE CLIPP,FUNCIÓN 2,PayPhone,1,0,Noviembre,Jueves,Mañana,Noviembre,Sábado,Noche,0,2,Teatro
MOANA 2,SALA 1 3D,Wallet,0,1,Noviembre,Miércoles,Noche,Mayo,Sábado,Tarde,0,2,Concierto
TARDE CLIPP,BOLETO PALCO,AppExterna,0,0,Noviembre,Jueves,Mañana,Septiembre,Viernes,Tarde,3,2,Concierto
TARDE CLIPP,BOLETO GENERAL,PayPhone,1,1,Noviembre,Jueves,Noche,Febrero,Sábado,Tarde,2,2,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,FUNCIÓN 3,PayPhone,0,1,Noviembre,Lunes,Noche,Julio,Martes,Mañana,2,3,Talleres
MOANA 2,SALA 2,Wallet,0,1,Noviembre,Domingo,Mañana,Febrero,Viernes,Tarde,0,2,Concierto
San Juanes Santa Rosa del Tejar,PLATEA BAJA,PayPhone,1,0,Noviembre,Jueves,Noche,Noviembre,Viernes,Noche,0,2,Teatro
ALZATE,PLATEA MEDIA,PayPhone,1,1,Noviembre,Sábado,Mañana,Abril,Domingo,Tarde,2,2,Concierto
CAPACITACION FERIA,SALA 3,AppExterna,1,1,Noviembre,Jueves,Tarde,Marzo,Lunes,Noche,2,2,Deporte
JORGE GUZMAN VS BARCELONA,PALCO,AppExterna,1,1,Noviembre,Sábado,Noche,Septiembre,Jueves,Mañana,0,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATEA BAJA,PayPhone,1,0,Noviembre,Miércoles,Tarde,Octubre,Lunes,Mañana,2,3,Deporte
28ava Asamblea Nacional,Golden Box,AppExterna,1,1,Noviembre,Lunes,Tarde,Octubre,Miércoles,Tarde,0,1,Teatro
La Inocente,PREVENTA ,PayPhone,1,1,Noviembre,Miércoles,Mañana,Marzo,Jueves,Tarde,2,2,Cine
Los peces no vuelan,CORTESÍAS VIP,AppExterna,1,0,Noviembre,Miércoles,Tarde,Diciembre,Domingo,Tarde,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 3,PayPhone,1,0,Noviembre,Lunes,Tarde,Julio,Domingo,Tarde,2,2,Cine
CAPACITACION FERIA,SALA 3,Wallet,1,1,Noviembre,Jueves,Noche,Febrero,Martes,Noche,0,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATEA ALTA,Wallet,0,0,Noviembre,Domingo,Tarde,Febrero,Viernes,Noche,2,1,Concierto
MOANA 2,GOLDEN,AppExterna,1,0,Noviembre,Jueves,Tarde,Mayo,Lunes,Mañana,2,2,Deporte
CAPACITACION FERIA,CORTESÍAS GOLDEN,AppExterna,1,1,Noviembre,Miércoles,Mañana,Noviembre,Lunes,Mañana,0,2,Teatro
ALZATE,BOLETO GENERAL,Wallet,0,0,Noviembre,Jueves,Noche,Marzo,Sábado,Noche,0,2,Concierto
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,PayPhone,0,1,Noviembre,Domingo,Mañana,Septiembre,Domingo,Tarde,1,3,Cine
MOANA 2,PALCO,PayPhone,0,0,Noviembre,Sábado,Tarde,Diciembre,Miércoles,Tarde,0,2,Cine
MOANA 2,BOLETO GENERAL,AppExterna,1,1,Noviembre,Domingo,Noche,Mayo,Miércoles,Tarde,0,2,Teatro
28ava Asamblea Nacional,BOLETO GENERAL,AppExterna,0,0,Noviembre,Lunes,Tarde,Mayo,Viernes,Mañana,2,4,Deporte
RALLY PROVINCIA DE LOJA,SALA 1 2D,PayPhone,1,0,Noviembre,Lunes,Mañana,Mayo,Domingo,Tarde,0,2,Cine
28ava Asamblea Nacional,PREFERENCIA,AppExterna,1,1,Noviembre,Miércoles,Mañana,Abril,Domingo,Noche,0,2,Cine
FESTIVAL DE LA CHICHA,PLATEA MEDIA,Wallet,1,1,Noviembre,Lunes,Mañana,Mayo,Martes,Noche,0,2,Teatro
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,PayPhone,0,0,Noviembre,Jueves,Noche,Julio,Sábado,Noche,2,2,Cine
MOANA 2,Golden Box,AppExterna,0,0,Noviembre,Jueves,Mañana,Febrero,Lunes,Noche,0,3,Teatro
TARDE CLIPP,BOLETO SOLIDARIO,AppExterna,1,1,Noviembre,Miércoles,Mañana,Mayo,Viernes,Noche,0,2,Concierto
CAPACITACION FERIA,CORTESÍAS VIP,PayPhone,0,0,Noviembre,Miércoles,Tarde,Octubre,Lunes,Tarde,0,2,Cine
DESAYUNO EMPRESARIAL,PRESIDENTES,Wallet,1,1,Noviembre,Miércoles,Noche,Diciembre,Martes,Noche,0,2,Cine
DESAYUNO EMPRESARIAL,FUNCIÓN 2,Wallet,1,0,Noviembre,Jueves,Noche,Octubre,Domingo,Noche,0,2,Cine
RALLY PROVINCIA DE LOJA,SALA 1 3D,AppExterna,0,1,Noviembre,Jueves,Tarde,Diciembre,Viernes,Mañana,0,1,Teatro
MOANA 2,GOLDEN,Wallet,0,0,Noviembre,Miércoles,Noche,Diciembre,Lunes,Noche,0,1,Cine
FESTIVAL DE LA CHICHA,TRIBUNA SUR,AppExterna,1,0,Noviembre,Miércoles,Tarde,Noviembre,Domingo,Tarde,0,2,Teatro
MOANA 2,PREFERENCIA,PayPhone,1,1,Noviembre,Domingo,Noche,Abril,Viernes,Tarde,2,1,Concierto
CAPACITACION FERIA,FUNCIÓN 1,AppExterna,1,0,Noviembre,Lunes,Tarde,Diciembre,Sábado,Tarde,0,2,Cine
San Juanes Santa Rosa del Tejar,PLATEA ALTA,Wallet,1,0,Noviembre,Sábado,Mañana,Agosto,Martes,Noche,2,2,Deporte
MOANA 2,Adhesiones,AppExterna,0,1,Noviembre,Domingo,Mañana,Junio,Lunes,Mañana,0,8,Teatro
FESTIVAL DE LA CHICHA,TRIBUNA SUR,AppExterna,0,0,Noviembre,Lunes,Tarde,Septiembre,Martes,Noche,0,2,Teatro
CAPACITACION FERIA,SALA 2,AppExterna,1,1,Noviembre,Jueves,Tarde,Noviembre,Martes,Tarde,0,2,Teatro
FESTIVAL DE LA CHICHA,FUNCIÓN 3,PayPhone,0,0,Noviembre,Domingo,Tarde,Mayo,Viernes,Tarde,0,2,Concierto
TARDE CLIPP,SALA 1 2D,AppExterna,0,1,Noviembre,Sábado,Tarde,Julio,Miércoles,Noche,0,2,Teatro
El viaje de la Santa,CORTESÍAS VIP,PayPhone,1,1,Noviembre,Jueves,Mañana,Agosto,Domingo,Noche,2,2,Cine
TARDE CLIPP,PLATEA ALTA,PayPhone,0,1,Noviembre,Sábado,Noche,Agosto,Sábado,Mañana,2,1,Deporte
ALZATE,GENERAL,AppExterna,1,1,Noviembre,Miércoles,Tarde,Noviembre,Miércoles,Tarde,0,3,Teatro
El viaje de la Santa,GENERAL,Wallet,0,0,Noviembre,Lunes,Noche,Diciembre,Jueves,Mañana,2,2,Talleres
MOANA 2,BOLETO GENERAL,AppExterna,1,0,Noviembre,Lunes,Noche,Agosto,Lunes,Mañana,2,2,Deporte
La Inocente,BOLETO PALCO,Wallet,0,0,Noviembre,Jueves,Mañana,Abril,Martes,Tarde,2,2,Donación
FESTIVAL DE LA CHICHA,SALA 1 2D,PayPhone,1,1,Noviembre,Miércoles,Mañana,Febrero,Martes,Mañana,2,3,Teatro
El viaje de la Santa,PLATEA BAJA,AppExterna,0,0,Noviembre,Lunes,Mañana,Noviembre,Miércoles,Mañana,0,2,Teatro
San Juanes Santa Rosa del Tejar,CORTESÍAS,AppExterna,1,1,Noviembre,Jueves,Noche,Marzo,Lunes,Tarde,0,2,Deporte
El viaje de la Santa,PALCO,Wallet,1,1,Noviembre,Lunes,Tarde,Junio,Martes,Mañana,0,6,Teatro
DESAYUNO EMPRESARIAL,PREVENTA ,PayPhone,0,1,Noviembre,Sábado,Noche,Diciembre,Miércoles,Noche,0,1,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,BOLETO SOLIDARIO,AppExterna,0,1,Noviembre,Domingo,Noche,Noviembre,Martes,Mañana,0,2,Teatro
TARDE CLIPP,VENTA OFICIAL,PayPhone,1,1,Noviembre,Sábado,Tarde,Noviembre,Sábado,Noche,0,2,Teatro
TARDE CLIPP,PALCO,Wallet,1,1,Noviembre,Jueves,Tarde,Julio,Lunes,Tarde,2,2,Cine
RALLY PROVINCIA DE LOJA,VIP,AppExterna,0,1,Noviembre,Lunes,Noche,Marzo,Sábado,Mañana,2,4,Deporte
28ava Asamblea Nacional,VENTA OFICIAL,Wallet,0,1,Noviembre,Sábado,Noche,Agosto,Domingo,Noche,0,2,Cine
TARDE CLIPP,PALCO,Wallet,1,1,Noviembre,Sábado,Tarde,Abril,Martes,Noche,0,2,Teatro
CAPACITACION FERIA,FUNCIÓN 1,Wallet,1,1,Noviembre,Domingo,Mañana,Agosto,Miércoles,Noche,0,3,Teatro
El viaje de la Santa,FUNCIÓN 1,AppExterna,1,1,Noviembre,Jueves,Mañana,Mayo,Viernes,Mañana,2,1,Talleres
San Juanes Santa Rosa del Tejar,SILLAS DIGITAL,Wallet,1,1,Noviembre,Domingo,Mañana,Junio,Viernes,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,SALA 3,Wallet,0,0,Noviembre,Jueves,Noche,Junio,Viernes,Mañana,2,2,Talleres
JORGE GUZMAN VS BARCELONA,PRESIDENTES,AppExterna,1,0,Noviembre,Sábado,Mañana,Junio,Domingo,Mañana,0,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,GENERAL,PayPhone,0,1,Noviembre,Domingo,Tarde,Septiembre,Martes,Noche,3,3,Concierto
CAPACITACION FERIA,TRIBUNA SUR,AppExterna,0,0,Noviembre,Jueves,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
ALZATE,TRIBUNA SUR,Wallet,1,1,Noviembre,Jueves,Tarde,Febrero,Martes,Mañana,0,2,Teatro
CAPACITACION FERIA,PLATEA MEDIA,AppExterna,1,0,Noviembre,Domingo,Tarde,Septiembre,Sábado,Mañana,3,3,Deporte
El viaje de la Santa,Golden Box,AppExterna,0,0,Noviembre,Domingo,Mañana,Agosto,Miércoles,Mañana,1,2,Teatro
JORGE GUZMAN VS BARCELONA,PLATEA BAJA,AppExterna,1,0,Noviembre,Sábado,Noche,Marzo,Lunes,Noche,0,2,Cine
FESTIVAL DE LA CHICHA,BOLETO GENERAL,PayPhone,1,1,Noviembre,Jueves,Tarde,Septiembre,Jueves,Mañana,2,3,Deporte
Los peces no vuelan,VIP,AppExterna,0,0,Noviembre,Miércoles,Mañana,Septiembre,Lunes,Noche,3,2,Deporte
RALLY PROVINCIA DE LOJA,SILLAS DIGITAL,PayPhone,1,1,Noviembre,Miércoles,Noche,Abril,Domingo,Noche,0,2,Cine
JORGE GUZMAN VS BARCELONA,CORTESÍAS GOLDEN,AppExterna,0,1,Noviembre,Domingo,Mañana,Abril,Martes,Mañana,2,3,Deporte
